External User ID	User ID Type	Internal User ID
radio_junkie	Twitter	1909
rahil_juneja	Twitter	1910
rarily	Twitter	1911
rayray73gz	Twitter	1912
rbouchey30	Twitter	1913
rcam17	Twitter	1914
rcglanzer	Twitter	1915
rdawson72	Twitter	1916
realgb	Twitter	1917
rebe1130	Twitter	1918
regisadeglans	Twitter	1919
rexgannon	Twitter	1920
rileykirn	Twitter	1921
robgatte	Twitter	1922
robnfl	Twitter	1923
roderickdouthit	Twitter	1924
rojo314	Twitter	1925
rolandkennedy80	Twitter	1926
roonoid	Twitter	1927
rosewhite524	Twitter	1928
roseythewarrior	Twitter	1929
rosie_masterson	Twitter	1930
ross3030	Twitter	1931
roy_manoj	Twitter	1932
rrs0725	Twitter	1933
rsparkyc	Twitter	1934
rudeuncleji	Twitter	1935
rutttony	Twitter	1936
ryannorris11	Twitter	1937
s2kbeargirl	Twitter	1938
sandyicecream1	Twitter	1939
sarahbeth83	Twitter	1940
sberkowitz_fl	Twitter	1941
sbjay44	Twitter	1942
scottkier	Twitter	1943
scottsanders4	Twitter	1944
scubastl	Twitter	1945
sealinski	Twitter	1946
senpaiyeun	Twitter	1947
sethevans	Twitter	1948
sgpeek	Twitter	1949
shane_hair79	Twitter	1950
shavunchisback	Twitter	1951
sherhob	Twitter	1952
shiannexxxx	Twitter	1953
shomack12	Twitter	1954
shredr90	Twitter	1955
shun	Twitter	1956
signedJerry	Twitter	1957
sihawker	Twitter	1958
silverex	Twitter	1959
simonthorpe	Twitter	1960
sjkoch1984	Twitter	1961
skosted	Twitter	1962
smiley28	Twitter	1963
smileyhedd	Twitter	1964
smithyao2014	Twitter	1965
smokewagon73	Twitter	1966
smoley6	Twitter	1967
smurch1029	Twitter	1968
spacecitycurler	Twitter	1969
speakinmytruth	Twitter	1970
sporttyy	Twitter	1971
stargate69	Twitter	1972
stephendonner	Twitter	1973
stephenkruiser	Twitter	1974
stevebrownell	Twitter	1975
stevenhaal	Twitter	1976
summercampjohn	Twitter	1977
sunniiyy	Twitter	1978
supa	Twitter	1979
surfexcel	Twitter	1980
surveyor53	Twitter	1981
susqwilhelm	Twitter	1982
swaggsheila1	Twitter	1983
swarren08	Twitter	1984
sweetb4326	Twitter	1985
swervecity_	Twitter	1986
tacobobtx	Twitter	1987
tandrews2927	Twitter	1988
tarbyM	Twitter	1989
taylorscharr	Twitter	1990
tealtimeB	Twitter	1991
thatsjustjoe101	Twitter	1992
the6footbeaver	Twitter	1993
theRealbbass	Twitter	1994
the_under_score	Twitter	1995
theguruofvoodoo	Twitter	1996
thejesse_182	Twitter	1997
thereisnosavior	Twitter	1998
therowetato	Twitter	1999
thinkgreenking	Twitter	2000
thomasr1950	Twitter	2001
thuber9	Twitter	2002
tigga117	Twitter	2003
timyardley	Twitter	2004
tiray0820	Twitter	2005
tizcrush	Twitter	2006
tmcmahon2	Twitter	2007
toadarray	Twitter	2008
totally_rachel	Twitter	2009
trinzalore	Twitter	2010
tripledoftx	Twitter	2011
trishhuffman	Twitter	2012
ttoran	Twitter	2013
tweety3453	Twitter	2014
u2fanone	Twitter	2015
ultraddr	Twitter	2016
undabawse	Twitter	2017
userexec	Twitter	2018
uu_jennifer	Twitter	2019
vanhern	Twitter	2020
vbush	Twitter	2021
venicexmorgan	Twitter	2022
venuugopal	Twitter	2023
veryaesthetic1	Twitter	2024
vickitedeschi	Twitter	2025
victorzapanta	Twitter	2026
viejatwit	Twitter	2027
vinylblus	Twitter	2028
vlam701	Twitter	2029
vloggingDrJim	Twitter	2030
vonSchlarb	Twitter	2031
wachout4life	Twitter	2032
wadelintz	Twitter	2033
waydewilliams	Twitter	2034
wdl01	Twitter	2035
webevannon	Twitter	2036
welshjaci	Twitter	2037
weshouldallcare	Twitter	2038
westsideshuffle	Twitter	2039
whitneygrube	Twitter	2040
whorish	Twitter	2041
willie_branson	Twitter	2042
wonk_ink	Twitter	2043
woolley_amanda	Twitter	2044
wordsmeet	Twitter	2045
worldwatcher92	Twitter	2046
wtbettis	Twitter	2047
wvadaydreamer	Twitter	2048
wyliewithers	Twitter	2049
xCaptKirk	Twitter	2050
xealnytequist	Twitter	2051
xjrsjx	Twitter	2052
xlegendxero	Twitter	2053
y2zeed_14	Twitter	2054
yaniaracena	Twitter	2055
yesnic01	Twitter	2056
yogi4haterz	Twitter	2057
yssqoe	Twitter	2058
yunjae	Twitter	2059
yunthesaiyan	Twitter	2060
yvnira	Twitter	2061
ywang2000	Twitter	2062
zacharysr27	Twitter	2063
zachrh	Twitter	2064
zizou533	Twitter	2065
zzatkin	Twitter	2066
