Internal User ID	Country	State	City
2649	United States	Nebraska	NA	
2650	United States	Indiana	NA	
2651	United States	California	NA	
2652	United States	Kentucky	NA	
2653	United States	California	NA	
2654	United States	Missouri	NA	
2655	United States	Massachusetts	NA	
2656	United States	Arizona	NA	
2657	United States	Connecticut	NA	
2658	United States	Washington	NA	
2659	United States	Kansas	NA	
2660	United States	Arkansas	NA	
2661	United States	Washington	NA	
2662	United States	Wyoming	NA	
2663	United States	Connecticut	NA	
2664	United States	Oklahoma	NA	
2665	United States	North Dakota	NA	
2666	United States	New Mexico	NA	
2667	United States	Utah	NA	
2668	United States	Kentucky	NA	
2669	United States	Washington	NA	
2670	United States	Arizona	NA	
2671	United States	Nevada	NA	
2672	United States	Nebraska	NA	
2673	United States	Idaho	NA	
2674	United States	Mississippi	NA	
2675	United States	Dist of Columbia	NA	
2676	United States	Connecticut	NA	
2677	United States	South Dakota	NA	
2678	United States	Alabama	NA	
2679	United States	Oregon	NA	
2680	United States	Arizona	NA	
2681	United States	Rhode Island	NA	
2682	United States	Oklahoma	NA	
2683	United States	Alaska	NA	
2684	United States	Kansas	NA	
2685	United States	Maine	NA	
2686	United States	Illinois	NA	
2687	United States	California	NA	
2688	United States	Maine	NA	
2689	United States	Virginia	NA	
2690	United States	Oregon	NA	
2691	United States	Oklahoma	NA	
2692	United States	Delaware	NA	
2693	United States	Georgia	NA	
2694	United States	Maryland	NA	
2695	United States	Vermont	NA	
2696	United States	North Carolina	NA	
2697	United States	Tennessee	NA	
2698	United States	Wyoming	NA	
2699	United States	South Carolina	NA	
2700	United States	Utah	NA	
2701	United States	Kentucky	NA	
2702	United States	Mississippi	NA	
2703	United States	Montana	NA	
2704	United States	Colorado	NA	
2705	United States	Utah	NA	
2706	United States	Michigan	NA	
2707	United States	Nebraska	NA	
2708	United States	Missouri	NA	
2709	United States	Colorado	NA	
2710	United States	Virginia	NA	
2711	United States	Colorado	NA	
2712	United States	New Jersey	NA	
2713	United States	Kentucky	NA	
2714	United States	Indiana	NA	
2715	United States	Hawaii	NA	
2716	United States	Connecticut	NA	
2717	United States	Dist of Columbia	NA	
2718	United States	Hawaii	NA	
2719	United States	South Dakota	NA	
2720	United States	Kentucky	NA	
2721	United States	California	NA	
2722	United States	Arizona	NA	
2723	United States	Colorado	NA	
2724	United States	Michigan	NA	
2725	United States	California	NA	
2726	United States	Maryland	NA	
2727	United States	Idaho	NA	
2728	United States	New York	NA	
2729	United States	North Dakota	NA	
2730	United States	California	NA	
2731	United States	New Jersey	NA	
2732	United States	South Carolina	NA	
2733	United States	Hawaii	NA	
2734	United States	Illinois	NA	
2735	United States	Montana	NA	
2736	United States	New Jersey	NA	
2737	United States	New Jersey	NA	
2738	United States	Georgia	NA	
2739	United States	Washington	NA	
2740	United States	Nevada	NA	
2741	United States	Pennsylvania	NA	
2742	United States	Arizona	NA	
2743	United States	New Jersey	NA	
2744	United States	Montana	NA	
2745	United States	Washington	NA	
2746	United States	California	NA	
2747	United States	Iowa	NA	
2748	United States	New Jersey	NA	
2749	United States	Minnesota	NA	
2750	United States	Illinois	NA	
2751	United States	Arizona	NA	
2752	United States	Minnesota	NA	
2753	United States	Ohio	NA	
2754	United States	Minnesota	NA	
2755	United States	West Virginia	NA	
2756	United States	South Dakota	NA	
2757	United States	Washington	NA	
2758	United States	Kansas	NA	
2759	United States	Alabama	NA	
2760	United States	Pennsylvania	NA	
2761	United States	New Jersey	NA	
2762	United States	North Carolina	NA	
2763	United States	Arizona	NA	
2764	United States	Dist of Columbia	NA	
2765	United States	Nebraska	NA	
2766	United States	Louisiana	NA	
2767	United States	South Carolina	NA	
2768	United States	Massachusetts	NA	
2769	United States	Florida	NA	
2770	United States	Georgia	NA	
2771	United States	Ohio	NA	
2772	United States	Nebraska	NA	
2773	United States	New York	NA	
2774	United States	Minnesota	NA	
2775	United States	Alabama	NA	
2776	United States	Iowa	NA	
2777	United States	South Carolina	NA	
2778	United States	Florida	NA	
2779	United States	Colorado	NA	
2780	United States	Louisiana	NA	
2781	United States	Delaware	NA	
2782	United States	Arizona	NA	
2783	United States	Kansas	NA	
2784	United States	Wisconsin	NA	
2785	United States	New York	NA	
2786	United States	Ohio	NA	
2787	United States	South Carolina	NA	
2788	United States	Texas	NA	
2789	United States	Indiana	NA	
2790	United States	Wyoming	NA	
2791	United States	West Virginia	NA	
2792	United States	New Mexico	NA	
2793	United States	Florida	NA	
2794	United States	Tennessee	NA	
2795	United States	Oklahoma	NA	
2796	United States	New York	NA	
2797	United States	Washington	NA	
2798	United States	North Dakota	NA	
2799	United States	South Dakota	NA	
2800	United States	New York	NA	
2801	United States	Washington	NA	
2802	United States	Ohio	NA	
2803	United States	Pennsylvania	NA	
2804	United States	Utah	NA	
2805	United States	Alaska	NA	
2806	United States	Maryland	NA	
2807	United States	Tennessee	NA	
2808	United States	Montana	NA	
2809	United States	Minnesota	NA	
2810	United States	Hawaii	NA	
2811	United States	Virginia	NA	
2812	United States	Arizona	NA	
2813	United States	Alabama	NA	
2814	United States	Alaska	NA	
2815	United States	West Virginia	NA	
2816	United States	Tennessee	NA	
2817	United States	Alaska	NA	
2818	United States	Florida	NA	
2819	United States	Hawaii	NA	
2820	United States	Idaho	NA	
2821	United States	Arizona	NA	
2822	United States	Hawaii	NA	
2823	United States	New Jersey	NA	
2824	United States	Washington	NA	
2825	United States	Wisconsin	NA	
2826	United States	Georgia	NA	
2827	United States	South Dakota	NA	
2828	United States	Wisconsin	NA	
2829	United States	Alaska	NA	
2830	United States	Massachusetts	NA	
2831	United States	Connecticut	NA	
2832	United States	California	NA	
2833	United States	Minnesota	NA	
2834	United States	Minnesota	NA	
2835	United States	Iowa	NA	
2836	United States	Washington	NA	
2837	United States	Ohio	NA	
2838	United States	Louisiana	NA	
2839	United States	North Carolina	NA	
2840	United States	Montana	NA	
2841	United States	Florida	NA	
2842	United States	Delaware	NA	
2843	United States	Alaska	NA	
2844	United States	Alabama	NA	
2845	United States	Illinois	NA	
2846	United States	New York	NA	
2847	United States	Nebraska	NA	
2848	United States	Tennessee	NA	
2849	United States	Texas	NA	
2850	United States	West Virginia	NA	
2851	United States	Texas	NA	
2852	United States	Florida	NA	
2853	United States	Hawaii	NA	
2854	United States	Washington	NA	
2855	United States	Alaska	NA	
2856	United States	Nebraska	NA	
2857	United States	Wisconsin	NA	
2858	United States	Florida	NA	
2859	United States	Alaska	NA	
2860	United States	Oregon	NA	
2861	United States	New York	NA	
2862	United States	Maine	NA	
2863	United States	Tennessee	NA	
2864	United States	Colorado	NA	
2865	United States	Oklahoma	NA	
2866	United States	Kansas	NA	
2867	United States	Illinois	NA	
2868	United States	Louisiana	NA	
2869	United States	Kentucky	NA	
2870	United States	New Hampshire	NA	
2871	United States	Alaska	NA	
2872	United States	Rhode Island	NA	
2873	United States	Kansas	NA	
2874	United States	Nevada	NA	
2875	United States	Nevada	NA	
2876	United States	California	NA	
2877	United States	West Virginia	NA	
2878	United States	Kansas	NA	
2879	United States	California	NA	
2880	United States	Illinois	NA	
2881	United States	New Jersey	NA	
2882	United States	Oklahoma	NA	
2883	United States	Wisconsin	NA	
2884	United States	North Carolina	NA	
2885	United States	Alabama	NA	
2886	United States	New Jersey	NA	
2887	United States	Florida	NA	
2888	United States	West Virginia	NA	
2889	United States	Hawaii	NA	
2890	United States	Colorado	NA	
2891	United States	Delaware	NA	
2892	United States	North Carolina	NA	
2893	United States	Mississippi	NA	
2894	United States	Illinois	NA	
2895	United States	New Hampshire	NA	
2896	United States	Iowa	NA	
2897	United States	South Carolina	NA	
2898	United States	Oklahoma	NA	
2899	United States	Delaware	NA	
2900	United States	Idaho	NA	
2901	United States	Louisiana	NA	
2902	United States	Wyoming	NA	
2903	United States	Texas	NA	
2904	United States	Rhode Island	NA	
2905	United States	Wisconsin	NA	
2906	United States	Utah	NA	
2907	United States	Nevada	NA	
2908	United States	Oklahoma	NA	
2909	United States	Washington	NA	
2910	United States	Kansas	NA	
2911	United States	Maryland	NA	
2912	United States	North Dakota	NA	
2913	United States	New Jersey	NA	
2914	United States	South Dakota	NA	
2915	United States	Maryland	NA	
2916	United States	Ohio	NA	
2917	United States	Rhode Island	NA	
2918	United States	Iowa	NA	
2919	United States	South Carolina	NA	
2920	United States	Pennsylvania	NA	
2921	United States	Kentucky	NA	
2922	United States	Kansas	NA	
2923	United States	Kentucky	NA	
2924	United States	Minnesota	NA	
2925	United States	Oklahoma	NA	
2926	United States	Arizona	NA	
2927	United States	Arkansas	NA	
2928	United States	New Mexico	NA	
2929	United States	Oregon	NA	
2930	United States	Arizona	NA	
2931	United States	Missouri	NA	
2932	United States	Wyoming	NA	
2933	United States	South Dakota	NA	
2934	United States	Georgia	NA	
2935	United States	North Carolina	NA	
2936	United States	New Jersey	NA	
2937	United States	New Hampshire	NA	
2938	United States	Virginia	NA	
2939	United States	Wisconsin	NA	
2940	United States	Florida	NA	
2941	United States	Idaho	NA	
2942	United States	Hawaii	NA	
2943	United States	Missouri	NA	
2944	United States	Indiana	NA	
2945	United States	Wyoming	NA	
2946	United States	South Carolina	NA	
2947	United States	Tennessee	NA	
2948	United States	Alaska	NA	
2949	United States	Colorado	NA	
2950	United States	Pennsylvania	NA	
2951	United States	New York	NA	
2952	United States	Nebraska	NA	
2953	United States	Wisconsin	NA	
2954	United States	Nevada	NA	
2955	United States	Illinois	NA	
2956	United States	Indiana	NA	
2957	United States	Texas	NA	
2958	United States	West Virginia	NA	
2959	United States	South Carolina	NA	
2960	United States	Pennsylvania	NA	
2961	United States	Illinois	NA	
2962	United States	Iowa	NA	
2963	United States	Georgia	NA	
2964	United States	Delaware	NA	
2965	United States	Nebraska	NA	
2966	United States	South Carolina	NA	
2967	United States	New Jersey	NA	
2968	United States	Colorado	NA	
2969	United States	Oklahoma	NA	
2970	United States	Wyoming	NA	
2971	United States	California	NA	
2972	United States	Georgia	NA	
2973	United States	Nevada	NA	
2974	United States	Arizona	NA	
2975	United States	Pennsylvania	NA	
2976	United States	Nevada	NA	
2977	United States	Hawaii	NA	
2978	United States	Arizona	NA	
2979	United States	Washington	NA	
2980	United States	Nebraska	NA	
2981	United States	Colorado	NA	
2982	United States	Iowa	NA	
2983	United States	Massachusetts	NA	
2984	United States	Iowa	NA	
2985	United States	California	NA	
2986	United States	Hawaii	NA	
2987	United States	Indiana	NA	
2988	United States	Missouri	NA	
2989	United States	Arizona	NA	
2990	United States	Maine	NA	
2991	United States	Arkansas	NA	
2992	United States	Georgia	NA	
2993	United States	Georgia	NA	
2994	United States	Tennessee	NA	
2995	United States	Connecticut	NA	
2996	United States	California	NA	
2997	United States	Alaska	NA	
2998	United States	North Dakota	NA	
2999	United States	Rhode Island	NA	
3000	United States	Ohio	NA	
3001	United States	Georgia	NA	
3002	United States	Vermont	NA	
3003	United States	Maine	NA	
3004	United States	Indiana	NA	
3005	United States	Connecticut	NA	
3006	United States	California	NA	
3007	United States	Oklahoma	NA	
3008	United States	Virginia	NA	
3009	United States	Washington	NA	
3010	United States	Montana	NA	
3011	United States	Wisconsin	NA	
3012	United States	Washington	NA	
3013	United States	Nevada	NA	
3014	United States	Nebraska	NA	
3015	United States	Maryland	NA	
3016	United States	North Dakota	NA	
3017	United States	Kansas	NA	
3018	United States	Maine	NA	
3019	United States	Oklahoma	NA	
3020	United States	North Carolina	NA	
3021	United States	New Jersey	NA	
3022	United States	Pennsylvania	NA	
3023	United States	Michigan	NA	
3024	United States	Vermont	NA	
3025	United States	North Carolina	NA	
3026	United States	Maine	NA	
3027	United States	Delaware	NA	
3028	United States	Colorado	NA	
3029	United States	New Jersey	NA	
3030	United States	Montana	NA	
3031	United States	Maryland	NA	
3032	United States	Maryland	NA	
3033	United States	Idaho	NA	
3034	United States	Washington	NA	
3035	United States	Kentucky	NA	
3036	United States	Tennessee	NA	
3037	United States	Alaska	NA	
3038	United States	Mississippi	NA	
3039	United States	Wyoming	NA	
3040	United States	North Dakota	NA	
3041	United States	South Carolina	NA	
3042	United States	Alabama	NA	
3043	United States	Texas	NA	
3044	United States	Louisiana	NA	
3045	United States	Wyoming	NA	
3046	United States	Dist of Columbia	NA	
3047	United States	Florida	NA	
3048	United States	Indiana	NA	
3049	United States	North Carolina	NA	
3050	United States	South Dakota	NA	
3051	United States	Mississippi	NA	
3052	United States	Connecticut	NA	
3053	United States	Maryland	NA	
3054	United States	Georgia	NA	
3055	United States	Washington	NA	
3056	United States	Mississippi	NA	
3057	United States	Washington	NA	
3058	United States	Mississippi	NA	
3059	United States	Michigan	NA	
3060	United States	Nebraska	NA	
3061	United States	North Carolina	NA	
3062	United States	Hawaii	NA	
3063	United States	Indiana	NA	
3064	United States	Oklahoma	NA	
3065	United States	Oklahoma	NA	
3066	United States	Indiana	NA	
3067	United States	Arkansas	NA	
3068	United States	Delaware	NA	
3069	United States	Arizona	NA	
3070	United States	Wisconsin	NA	
3071	United States	Hawaii	NA	
3072	United States	Dist of Columbia	NA	
3073	United States	New Hampshire	NA	
3074	United States	Utah	NA	
3075	United States	New Mexico	NA	
3076	United States	Utah	NA	
3077	United States	Nevada	NA	
3078	United States	Wisconsin	NA	
3079	United States	Texas	NA	
3080	United States	North Dakota	NA	
3081	United States	Massachusetts	NA	
3082	United States	Iowa	NA	
3083	United States	Alaska	NA	
3084	United States	Georgia	NA	
3085	United States	Missouri	NA	
3086	United States	Montana	NA	
3087	United States	Ohio	NA	
3088	United States	Arizona	NA	
3089	United States	Idaho	NA	
3090	United States	Washington	NA	
3091	United States	Iowa	NA	
3092	United States	Louisiana	NA	
3093	United States	Oregon	NA	
3094	United States	Tennessee	NA	
3095	United States	Washington	NA	
3096	United States	West Virginia	NA	
3097	United States	Washington	NA	
3098	United States	South Carolina	NA	
3099	United States	New Mexico	NA	
3100	United States	Mississippi	NA	
3101	United States	West Virginia	NA	
3102	United States	Tennessee	NA	
3103	United States	Illinois	NA	
3104	United States	Mississippi	NA	
3105	United States	New York	NA	
3106	United States	Connecticut	NA	
3107	United States	North Dakota	NA	
3108	United States	Georgia	NA	
3109	United States	Washington	NA	
3110	United States	Missouri	NA	
3111	United States	Rhode Island	NA	
3112	United States	Pennsylvania	NA	
3113	United States	North Dakota	NA	
3114	United States	South Carolina	NA	
3115	United States	Rhode Island	NA	
3116	United States	Idaho	NA	
3117	United States	Kentucky	NA	
3118	United States	South Dakota	NA	
3119	United States	Rhode Island	NA	
3120	United States	Arkansas	NA	
3121	United States	Alaska	NA	
3122	United States	California	NA	
3123	United States	Massachusetts	NA	
3124	United States	South Dakota	NA	
3125	United States	Michigan	NA	
3126	United States	Connecticut	NA	
3127	United States	Washington	NA	
3128	United States	Kansas	NA	
3129	United States	Missouri	NA	
3130	United States	South Carolina	NA	
3131	United States	Rhode Island	NA	
3132	United States	Hawaii	NA	
3133	United States	Illinois	NA	
3134	United States	Maryland	NA	
3135	United States	West Virginia	NA	
3136	United States	Vermont	NA	
3137	United States	Maine	NA	
3138	United States	Mississippi	NA	
3139	United States	Delaware	NA	
3140	United States	Oregon	NA	
3141	United States	Nevada	NA	
3142	United States	Virginia	NA	
3143	United States	Idaho	NA	
3144	United States	Delaware	NA	
3145	United States	Arkansas	NA	
3146	United States	Arkansas	NA	
3147	United States	Oregon	NA	
3148	United States	Oregon	NA	
3149	United States	Iowa	NA	
3150	United States	New Hampshire	NA	
3151	United States	Arizona	NA	
3152	United States	Tennessee	NA	
3153	United States	Idaho	NA	
3154	United States	Delaware	NA	
3155	United States	North Carolina	NA	
3156	United States	Maine	NA	
3157	United States	Maryland	NA	
3158	United States	Utah	NA	
3159	United States	New York	NA	
3160	United States	Colorado	NA	
3161	United States	South Carolina	NA	
3162	United States	New Hampshire	NA	
3163	United States	Tennessee	NA	
3164	United States	New Hampshire	NA	
3165	United States	Delaware	NA	
3166	United States	New Hampshire	NA	
3167	United States	Georgia	NA	
3168	United States	Pennsylvania	NA	
3169	United States	Tennessee	NA	
3170	United States	North Dakota	NA	
3171	United States	Arkansas	NA	
3172	United States	West Virginia	NA	
3173	United States	Mississippi	NA	
3174	United States	Texas	NA	
3175	United States	Oklahoma	NA	
3176	United States	Texas	NA	
3177	United States	Arizona	NA	
3178	United States	Nebraska	NA	
3179	United States	Dist of Columbia	NA	
3180	United States	Maine	NA	
3181	United States	Dist of Columbia	NA	
3182	United States	Washington	NA	
3183	United States	New Mexico	NA	
3184	United States	Virginia	NA	
3185	United States	Massachusetts	NA	
3186	United States	Delaware	NA	
3187	United States	Arizona	NA	
3188	United States	California	NA	
3189	United States	Arizona	NA	
3190	United States	North Carolina	NA	
3191	United States	North Carolina	NA	
3192	United States	Rhode Island	NA	
3193	United States	Wyoming	NA	
3194	United States	New Jersey	NA	
3195	United States	Nevada	NA	
3196	United States	Alabama	NA	
3197	United States	Florida	NA	
3198	United States	Maine	NA	
3199	United States	Arkansas	NA	
3200	United States	North Carolina	NA	
3201	United States	Connecticut	NA	
3202	United States	Louisiana	NA	
3203	United States	Dist of Columbia	NA	
3204	United States	Maine	NA	
3205	United States	Michigan	NA	
3206	United States	Alaska	NA	
3207	United States	Texas	NA	
3208	United States	Colorado	NA	
3209	United States	Wisconsin	NA	
3210	United States	Washington	NA	
3211	United States	New Jersey	NA	
3212	United States	New Mexico	NA	
3213	United States	Louisiana	NA	
3214	United States	Missouri	NA	
3215	United States	Oklahoma	NA	
3216	United States	New Mexico	NA	
3217	United States	Illinois	NA	
3218	United States	Delaware	NA	
3219	United States	Illinois	NA	
3220	United States	Maryland	NA	
3221	United States	Connecticut	NA	
3222	United States	Pennsylvania	NA	
3223	United States	Idaho	NA	
3224	United States	South Carolina	NA	
3225	United States	Dist of Columbia	NA	
3226	United States	Ohio	NA	
3227	United States	Missouri	NA	
3228	United States	Hawaii	NA	
3229	United States	Vermont	NA	
3230	United States	Vermont	NA	
3231	United States	Alabama	NA	
3232	United States	Arkansas	NA	
3233	United States	Nebraska	NA	
3234	United States	Maryland	NA	
3235	United States	Alaska	NA	
3236	United States	Rhode Island	NA	
3237	United States	Alaska	NA	
3238	United States	Hawaii	NA	
3239	United States	New Hampshire	NA	
3240	United States	Ohio	NA	
3241	United States	Nebraska	NA	
3242	United States	Arizona	NA	
3243	United States	Idaho	NA	
3244	United States	Minnesota	NA	
3245	United States	New York	NA	
3246	United States	Rhode Island	NA	
3247	United States	Hawaii	NA	
3248	United States	Hawaii	NA	
3249	United States	South Dakota	NA	
3250	United States	Oregon	NA	
3251	United States	Maryland	NA	
3252	United States	Pennsylvania	NA	
3253	United States	Minnesota	NA	
3254	United States	Utah	NA	
3255	United States	North Dakota	NA	
3256	United States	Dist of Columbia	NA	
3257	United States	Dist of Columbia	NA	
3258	United States	New York	NA	
3259	United States	Kentucky	NA	
3260	United States	Idaho	NA	
3261	United States	Florida	NA	
3262	United States	Colorado	NA	
3263	United States	Iowa	NA	
3264	United States	Minnesota	NA	
3265	United States	Nevada	NA	
3266	United States	Alaska	NA	
3267	United States	Wyoming	NA	
3268	United States	Minnesota	NA	
3269	United States	Delaware	NA	
3270	United States	Illinois	NA	
3271	United States	Minnesota	NA	
3272	United States	New Hampshire	NA	
3273	United States	Texas	NA	
3274	United States	Michigan	NA	
3275	United States	Dist of Columbia	NA	
3276	United States	North Dakota	NA	
3277	United States	Maryland	NA	
3278	United States	Washington	NA	
3279	United States	Michigan	NA	
3280	United States	Nebraska	NA	
3281	United States	Hawaii	NA	
3282	United States	West Virginia	NA	
3283	United States	Kentucky	NA	
3284	United States	Iowa	NA	
3285	United States	Iowa	NA	
3286	United States	North Carolina	NA	
3287	United States	Maine	NA	
3288	United States	Indiana	NA	
3289	United States	Oregon	NA	
3290	United States	Texas	NA	
3291	United States	Hawaii	NA	
3292	United States	Alabama	NA	
3293	United States	Kentucky	NA	
3294	United States	Wyoming	NA	
3295	United States	Iowa	NA	
3296	United States	Maine	NA	
3297	United States	West Virginia	NA	
3298	United States	New Hampshire	NA	
3299	United States	Utah	NA	
3300	United States	Rhode Island	NA	
3301	United States	California	NA	
3302	United States	Missouri	NA	
3303	United States	Arkansas	NA	
3304	United States	Pennsylvania	NA	
3305	United States	Idaho	NA	
3306	United States	Indiana	NA	
3307	United States	Colorado	NA	
3308	United States	West Virginia	NA	
3309	United States	Ohio	NA	
3310	United States	Washington	NA	
3311	United States	Nebraska	NA	
3312	United States	South Dakota	NA	
3313	United States	Pennsylvania	NA	
3314	United States	Idaho	NA	
3315	United States	Kansas	NA	
3316	United States	Louisiana	NA	
3317	United States	North Dakota	NA	
3318	United States	Rhode Island	NA	
3319	United States	Wisconsin	NA	
3320	United States	Alaska	NA	
3321	United States	Alaska	NA	
3322	United States	Colorado	NA	
3323	United States	Oklahoma	NA	
3324	United States	New York	NA	
3325	United States	Colorado	NA	
3326	United States	Wyoming	NA	
3327	United States	Indiana	NA	
3328	United States	New York	NA	
3329	United States	Georgia	NA	
3330	United States	Utah	NA	
3331	United States	Michigan	NA	
3332	United States	Nevada	NA	
3333	United States	Indiana	NA	
3334	United States	New Hampshire	NA	
3335	United States	Delaware	NA	
3336	United States	Montana	NA	
3337	United States	Montana	NA	
3338	United States	Missouri	NA	
3339	United States	Montana	NA	
3340	United States	Kentucky	NA	
3341	United States	Michigan	NA	
3342	United States	Idaho	NA	
3343	United States	Indiana	NA	
3344	United States	Minnesota	NA	
3345	United States	New Mexico	NA	
3346	United States	Wyoming	NA	
3347	United States	Nevada	NA	
3348	United States	Texas	NA	
3349	United States	Massachusetts	NA	
3350	United States	Arkansas	NA	
3351	United States	Oklahoma	NA	
3352	United States	Utah	NA	
3353	United States	Wisconsin	NA	
3354	United States	Kansas	NA	
3355	United States	Alaska	NA	
3356	United States	Alaska	NA	
3357	United States	Idaho	NA	
3358	United States	North Carolina	NA	
3359	United States	Wisconsin	NA	
3360	United States	Oregon	NA	
3361	United States	Maryland	NA	
3362	United States	Nevada	NA	
3363	United States	Tennessee	NA	
3364	United States	Tennessee	NA	
3365	United States	Missouri	NA	
3366	United States	Texas	NA	
3367	United States	Iowa	NA	
3368	United States	Missouri	NA	
3369	United States	Hawaii	NA	
3370	United States	South Dakota	NA	
3371	United States	Alaska	NA	
3372	United States	Virginia	NA	
3373	United States	New York	NA	
3374	United States	New Jersey	NA	
3375	United States	Dist of Columbia	NA	
3376	United States	Iowa	NA	
3377	United States	South Dakota	NA	
3378	United States	New Hampshire	NA	
3379	United States	Tennessee	NA	
3380	United States	Nevada	NA	
3381	United States	California	NA	
3382	United States	Hawaii	NA	
3383	United States	South Carolina	NA	
3384	United States	Arkansas	NA	
3385	United States	Texas	NA	
3386	United States	Arizona	NA	
3387	United States	West Virginia	NA	
3388	United States	North Dakota	NA	
3389	United States	Florida	NA	
3390	United States	New Jersey	NA	
3391	United States	Nevada	NA	
3392	United States	Massachusetts	NA	
3393	United States	Massachusetts	NA	
3394	United States	Arkansas	NA	
3395	United States	Utah	NA	
3396	United States	Arkansas	NA	
3397	United States	South Carolina	NA	
3398	United States	Massachusetts	NA	
3399	United States	Dist of Columbia	NA	
3400	United States	Oklahoma	NA	
3401	United States	Michigan	NA	
3402	United States	South Carolina	NA	
3403	United States	Nevada	NA	
3404	United States	California	NA	
3405	United States	Minnesota	NA	
3406	United States	West Virginia	NA	
3407	United States	Hawaii	NA	
3408	United States	North Dakota	NA	
3409	United States	Florida	NA	
3410	United States	Delaware	NA	
3411	United States	Nebraska	NA	
3412	United States	New Mexico	NA	
3413	United States	New Hampshire	NA	
3414	United States	Illinois	NA	
3415	United States	Wisconsin	NA	
3416	United States	Wyoming	NA	
3417	United States	Vermont	NA	
3418	United States	Alabama	NA	
3419	United States	South Dakota	NA	
3420	United States	Illinois	NA	
3421	United States	Texas	NA	
3422	United States	North Dakota	NA	
3423	United States	Missouri	NA	
3424	United States	Hawaii	NA	
3425	United States	Alaska	NA	
3426	United States	Louisiana	NA	
3427	United States	North Carolina	NA	
3428	United States	Arkansas	NA	
3429	United States	Michigan	NA	
3430	United States	Ohio	NA	
3431	United States	Nebraska	NA	
3432	United States	West Virginia	NA	
3433	United States	New Hampshire	NA	
3434	United States	New Jersey	NA	
3435	United States	Idaho	NA	
3436	United States	Delaware	NA	
3437	United States	Kansas	NA	
3438	United States	New York	NA	
3439	United States	Nebraska	NA	
3440	United States	Kansas	NA	
3441	United States	New Jersey	NA	
3442	United States	New Mexico	NA	
3443	United States	Illinois	NA	
3444	United States	New Jersey	NA	
3445	United States	Wyoming	NA	
3446	United States	Oregon	NA	
3447	United States	Colorado	NA	
3448	United States	Vermont	NA	
3449	United States	Oregon	NA	
3450	United States	New Hampshire	NA	
3451	United States	Kentucky	NA	
3452	United States	Vermont	NA	
3453	United States	Maryland	NA	
3454	United States	Michigan	NA	
3455	United States	Alabama	NA	
3456	United States	Tennessee	NA	
3457	United States	Nebraska	NA	
3458	United States	New York	NA	
3459	United States	Wyoming	NA	
3460	United States	Oregon	NA	
3461	United States	Illinois	NA	
3462	United States	Alaska	NA	
3463	United States	Maryland	NA	
3464	United States	Virginia	NA	
3465	United States	Missouri	NA	
3466	United States	Louisiana	NA	
3467	United States	Virginia	NA	
3468	United States	Minnesota	NA	
3469	United States	Nebraska	NA	
3470	United States	Mississippi	NA	
3471	United States	Maryland	NA	
3472	United States	Wyoming	NA	
3473	United States	Idaho	NA	
3474	United States	Arizona	NA	
3475	United States	New Jersey	NA	
3476	United States	Illinois	NA	
3477	United States	Nebraska	NA	
3478	United States	Michigan	NA	
3479	United States	Vermont	NA	
3480	United States	Maine	NA	
3481	United States	Rhode Island	NA	
3482	United States	Tennessee	NA	
3483	United States	New Hampshire	NA	
3484	United States	Kentucky	NA	
3485	United States	Alaska	NA	
3486	United States	Tennessee	NA	
3487	United States	New York	NA	
3488	United States	Georgia	NA	
3489	United States	Kansas	NA	
3490	United States	Nebraska	NA	
3491	United States	Kentucky	NA	
3492	United States	Pennsylvania	NA	
3493	United States	North Carolina	NA	
3494	United States	West Virginia	NA	
3495	United States	Illinois	NA	
3496	United States	Utah	NA	
3497	United States	Rhode Island	NA	
3498	United States	Iowa	NA	
3499	United States	Florida	NA	
3500	United States	Maine	NA	
3501	United States	Virginia	NA	
3502	United States	South Carolina	NA	
3503	United States	Texas	NA	
3504	United States	South Carolina	NA	
3505	United States	North Carolina	NA	
3506	United States	Nevada	NA	
3507	United States	Maine	NA	
3508	United States	Tennessee	NA	
3509	United States	North Carolina	NA	
3510	United States	North Dakota	NA	
3511	United States	Minnesota	NA	
3512	United States	Maryland	NA	
3513	United States	Ohio	NA	
3514	United States	Michigan	NA	
3515	United States	Arkansas	NA	
3516	United States	Washington	NA	
3517	United States	Oregon	NA	
3518	United States	Minnesota	NA	
3519	United States	Maine	NA	
3520	United States	Ohio	NA	
3521	United States	Georgia	NA	
3522	United States	Wyoming	NA	
3523	United States	California	NA	
3524	United States	New Jersey	NA	
3525	United States	Dist of Columbia	NA	
3526	United States	Rhode Island	NA	
3527	United States	Oklahoma	NA	
3528	United States	Nevada	NA	
3529	United States	Nevada	NA	
3530	United States	Ohio	NA	
3531	United States	New Jersey	NA	
3532	United States	West Virginia	NA	
3533	United States	Utah	NA	
3534	United States	Oregon	NA	
3535	United States	Massachusetts	NA	
3536	United States	Hawaii	NA	
3537	United States	Connecticut	NA	
3538	United States	West Virginia	NA	
3539	United States	Massachusetts	NA	
3540	United States	North Carolina	NA	
3541	United States	Texas	NA	
3542	United States	Tennessee	NA	
3543	United States	Alaska	NA	
3544	United States	Alabama	NA	
3545	United States	Dist of Columbia	NA	
3546	United States	Tennessee	NA	
3547	United States	Dist of Columbia	NA	
3548	United States	Connecticut	NA	
3549	United States	Mississippi	NA	
3550	United States	New York	NA	
3551	United States	Virginia	NA	
3552	United States	Washington	NA	
3553	United States	West Virginia	NA	
3554	United States	Rhode Island	NA	
